incomeBetween100to200,blockFips,incomeLessThan25,incomeBelowPoverty,medianIncome,incomeGreater200,educationBachelorOrGreater,incomeBetween50to100,educationHighSchoolGraduate,incomeBetween25to50,lat,lng
0.17914,360470269001001,0.21658,0.229,67132.0,0.0,0.1276,0.52674,0.6906,0.07754,40.6818,-73.943
0.15527,360610144022000,0.18669,0.166,55565.0,0.037,0.8119,0.43438,0.9716,0.18669,40.7775,-73.9483
0.10592,360610253005001,0.44979,0.166,28990.0,0.0,0.1281,0.19257,0.4901,0.25172,40.844,-73.9404
0.24701,360610100002003,0.19695,0.166,75392.0,0.1066,0.7367,0.3025,0.9328,0.1469,40.7575,-73.9703
0.02174,360610093006000,0.43961,0.166,39765.0,0.0459,0.1892,0.29348,0.6108,0.19928,40.7479,-74.0005
0.21818,360610110006002,0.17677,0.166,73118.0,0.1131,0.673,0.29293,0.9587,0.19899,40.7611,-73.963
0.32855,360610073002000,0.17953,0.166,87034.0,0.1221,0.7864,0.26212,0.9885,0.10772,40.7339,-74.0047
0.3166,360610034001001,0.18726,0.166,83402.0,0.0174,0.5032,0.33398,0.8027,0.14479,40.7286,-73.9789
0.19116,360610127003000,0.244,0.166,60235.0,0.0442,0.5603,0.30452,0.8581,0.21614,40.7624,-73.9917
0.03202,360470427002000,0.38983,0.229,34007.0,0.0,0.1174,0.27119,0.3391,0.30697,40.7044,-73.9252
0.2807,360610133002000,0.25768,0.166,76048.0,0.1447,0.5125,0.16776,0.8439,0.14912,40.7639,-73.9879
0.28476,360610144024002,0.06078,0.166,129866.0,0.2673,0.8149,0.31807,0.9948,0.06911,40.7768,-73.9458
0.19459,360610148011001,0.05284,0.166,209445.0,0.4871,0.8244,0.16624,0.984,0.09923,40.7786,-73.9565
0.32206,360610169006000,0.06892,0.166,127734.0,0.2281,0.8035,0.30326,0.9522,0.07769,40.7833,-73.9721
0.17773,360810253012001,0.18555,0.151,54038.0,0.0,0.2777,0.34375,0.7783,0.29297,40.744,-73.9166
0.3212,360610103001000,0.18125,0.166,93773.0,0.1162,0.609,0.27572,0.9354,0.10567,40.7519,-73.9947
0.25072,360810713051000,0.16402,0.151,89756.0,0.0867,0.6476,0.39451,0.9319,0.10405,40.7238,-73.8501
0.24753,360610116002000,0.03218,0.166,118972.0,0.3243,0.7015,0.28094,0.9791,0.1151,40.763,-73.9577
0.08618,360610178003001,0.4219,0.166,25835.0,0.0,0.4273,0.22262,0.8061,0.2693,40.7953,-73.9322
0.14825,360610293004000,0.21818,0.166,52991.0,0.021,0.1353,0.32867,0.5398,0.28392,40.8677,-73.9202
0.0,360610196001001,0.39932,0.166,37054.0,0.0,0.2004,0.29352,0.5676,0.30717,40.8026,-73.9397
0.10952,360610136008000,0.15238,0.166,74850.0,0.2347,0.822,0.3517,0.9844,0.1517,40.7736,-73.947
0.27742,360610044007001,0.12304,0.166,101798.0,0.1463,0.671,0.32443,0.9823,0.12885,40.7312,-73.9816
0.16263,360610132005000,0.2,0.166,61329.0,0.0699,0.7066,0.39377,0.9526,0.1737,40.7705,-73.9501
0.32593,360610007001009,0.11065,0.166,120960.0,0.2567,0.8063,0.22559,0.9716,0.08112,40.7066,-74.0107
0.13619,360610124001002,0.10914,0.166,73853.0,0.0905,0.7366,0.47948,0.9669,0.1847,40.7681,-73.9545
0.24916,360610098004000,0.09699,0.166,96041.0,0.2324,0.7349,0.31104,0.9598,0.11037,40.7539,-73.9665
0.2073,360610146023000,0.19416,0.166,84365.0,0.1007,0.7148,0.39562,0.9858,0.10219,40.7793,-73.9495
0.28417,360610054001005,0.1271,0.166,129260.0,0.3201,0.8219,0.09592,0.9958,0.17266,40.7385,-73.995
0.0828,360470233003001,0.39809,0.229,44869.0,0.0271,0.3719,0.30255,0.8207,0.18949,40.6895,-73.9566
0.24563,360610131002003,0.17643,0.166,128769.0,0.3316,0.6199,0.11635,0.9127,0.13004,40.7635,-73.9852
0.24961,360610067003002,0.14419,0.166,84202.0,0.169,0.6694,0.37985,0.9206,0.05736,40.7314,-74.0033
0.09198,360610026012001,0.41656,0.166,31652.0,0.0736,0.1293,0.15375,0.4226,0.26413,40.7223,-73.9816
0.07911,360810031001004,0.62025,0.151,23134.0,0.0,0.1715,0.24367,0.4947,0.05696,40.7534,-73.9368
0.22919,360610161005000,0.17491,0.166,105496.0,0.263,0.7602,0.29554,0.9655,0.03739,40.7799,-73.9792
0.18295,360610216004000,0.22025,0.166,65112.0,0.0,0.2611,0.38188,0.6533,0.21492,40.8018,-73.9545
0.37154,360610148012000,0.11331,0.166,122111.0,0.2859,0.803,0.16996,0.9749,0.05929,40.7785,-73.9548
0.17488,360610307001001,0.18719,0.166,79177.0,0.1158,0.4785,0.37931,0.7864,0.14286,40.8712,-73.9148
0.17722,360470119002010,0.2616,0.229,70749.0,0.0,0.1865,0.56118,0.6291,0.0,40.6796,-73.9868
0.31373,360610089001000,0.2451,0.166,100821.0,0.1544,0.7312,0.2598,0.9384,0.02696,40.7448,-74.0018
0.24022,360610030014002,0.17132,0.166,67503.0,0.0987,0.2907,0.33147,0.5532,0.15829,40.7208,-73.9868
0.3212,360610103001000,0.18125,0.166,93773.0,0.1162,0.609,0.27572,0.9354,0.10567,40.7528,-73.9961
0.20936,360610188004000,0.26268,0.166,43156.0,0.0143,0.2451,0.18466,0.6636,0.329,40.7993,-73.9386
0.10335,360610032006000,0.32284,0.166,48871.0,0.0502,0.5349,0.33465,0.8455,0.18898,40.7246,-73.9833
0.32593,360610007001006,0.11065,0.166,120960.0,0.2567,0.8063,0.22559,0.9716,0.08112,40.7075,-74.011
0.12793,360610130001002,0.0,0.166,248697.0,0.6588,0.8347,0.1258,1.0,0.08742,40.773,-73.9636
0.0,360470289003000,0.43882,0.229,27084.0,0.0,0.1364,0.27426,0.4665,0.28692,40.6931,-73.9338
0.02273,360470395001001,0.59091,0.229,17430.0,0.0,0.1755,0.17614,0.4708,0.21023,40.6936,-73.9236
0.03575,360610215002001,0.55943,0.166,18788.0,0.0,0.0955,0.16175,0.6485,0.24307,40.8144,-73.949
0.08618,360610178003001,0.4219,0.166,25835.0,0.0,0.4273,0.22262,0.8061,0.2693,40.7954,-73.9321
0.0166,360470375002002,0.23444,0.229,45571.0,0.0,0.0162,0.3278,0.5609,0.42116,40.6888,-73.9231
0.29371,360470493003000,0.22378,0.229,63498.0,0.0,0.0226,0.41725,0.6935,0.06527,40.7079,-73.9391
0.28476,360610144024002,0.06078,0.166,129866.0,0.2673,0.8149,0.31807,0.9948,0.06911,40.7767,-73.9455
0.22771,360610077002002,0.18193,0.166,87734.0,0.2506,0.7985,0.15783,0.9742,0.18193,40.738,-74.0032
0.20782,360610173003000,0.21811,0.166,103403.0,0.2829,0.5719,0.19444,0.79,0.09671,40.7889,-73.9719
0.28692,360610090004000,0.1028,0.166,100574.0,0.2121,0.7561,0.1972,0.9861,0.20094,40.7533,-73.9683
0.39111,360470015001005,0.12444,0.229,80685.0,0.02,0.4878,0.39111,0.8104,0.07333,40.6969,-73.9829
0.33623,360610032005000,0.24638,0.166,65595.0,0.0,0.5215,0.26667,0.8267,0.15073,40.7237,-73.9851
0.21958,360610193004001,0.45238,0.166,41067.0,0.0397,0.2927,0.10318,0.5054,0.18519,40.8007,-73.961
0.1022,360810713052000,0.16233,0.151,51850.0,0.0301,0.5254,0.32064,0.8692,0.38477,40.7246,-73.8519
0.09486,360470499002006,0.18972,0.229,49773.0,0.2273,0.2263,0.15217,0.7856,0.33597,40.7203,-73.9469
0.32335,360470183003000,0.24551,0.229,81383.0,0.0329,0.4399,0.2515,0.8043,0.14671,40.6918,-73.9717
0.26239,360610146012000,0.19633,0.166,108231.0,0.2881,0.7429,0.16514,0.964,0.08807,40.7767,-73.9504
0.08658,360610127002000,0.08225,0.166,65389.0,0.1414,0.3697,0.4228,0.8105,0.26696,40.7611,-73.9885
0.08958,360610189005001,0.45521,0.166,35926.0,0.0,0.2521,0.28702,0.5646,0.16819,40.7985,-73.9647
0.27648,360610126008000,0.04767,0.166,93155.0,0.1886,0.7288,0.32627,0.9575,0.16102,40.7667,-73.959
0.19474,360610077004003,0.11053,0.166,72627.0,0.2039,0.7154,0.26053,0.9026,0.23026,40.7365,-74.0049
0.22711,360470191001008,0.5641,0.229,25630.0,0.0,0.167,0.20879,0.4479,0.0,40.6954,-73.9632
0.25683,360610054003000,0.1587,0.166,117213.0,0.2816,0.8467,0.23806,1.0,0.06485,40.7379,-73.996
0.18496,360610195003002,0.27917,0.166,65522.0,0.1521,0.4315,0.26448,0.6676,0.11927,40.8024,-73.965
0.0,360470321002000,0.35275,0.229,52235.0,0.0518,0.0301,0.43042,0.6365,0.16505,40.6679,-73.9523
0.17217,360610095001000,0.05165,0.166,115036.0,0.3286,0.6881,0.26829,0.9656,0.17934,40.7469,-73.9904
0.32708,360610127004001,0.22036,0.166,82386.0,0.0632,0.4176,0.19071,0.8012,0.19862,40.7637,-73.9918
0.31144,360610037003001,0.18492,0.166,100966.0,0.163,0.7088,0.19708,0.9099,0.14355,40.7269,-74.0044
0.33135,360610066005000,0.07363,0.166,100893.0,0.1675,0.6205,0.22328,0.9552,0.20428,40.7392,-73.9806
0.03995,360610233003000,0.43113,0.166,26949.0,0.0427,0.2002,0.16667,0.4165,0.31956,40.8272,-73.9466
0.06869,360610065002001,0.43291,0.166,33478.0,0.0176,0.6185,0.28435,0.9914,0.19649,40.7298,-74.0005
0.28553,360470033002003,0.21447,0.229,81705.0,0.1015,0.5427,0.2132,0.9475,0.18528,40.6897,-73.9799
0.34203,360610068006000,0.10821,0.166,105683.0,0.1517,0.7913,0.31981,0.9853,0.07826,40.7418,-73.9814
0.3224,360610015022007,0.06116,0.166,147277.0,0.2827,0.8492,0.25597,0.9469,0.07776,40.7074,-74.0069
0.0,360470486003001,0.39929,0.229,26145.0,0.0,0.1469,0.07421,0.5904,0.5265,40.6388,-73.9794
0.18496,360610195003001,0.27917,0.166,65522.0,0.1521,0.4315,0.26448,0.6676,0.11927,40.803,-73.9651
0.24916,360610098004000,0.09699,0.166,96041.0,0.2324,0.7349,0.31104,0.9598,0.11037,40.7544,-73.9685
0.18525,360610161003000,0.07541,0.166,160489.0,0.4525,0.8297,0.12295,0.9907,0.16393,40.7793,-73.977
0.33256,360610031001021,0.17326,0.166,112047.0,0.2105,0.5797,0.18954,0.8307,0.09419,40.7128,-74.0059
0.16102,360470527005005,0.23446,0.229,48559.0,0.0,0.158,0.27684,0.3988,0.32768,40.7087,-73.955
0.05285,360470261004000,0.47561,0.229,37700.0,0.0,0.1014,0.39837,0.4755,0.07317,40.692,-73.9476
0.08438,360610177006000,0.22262,0.166,62335.0,0.1688,0.6294,0.28187,0.8804,0.24237,40.789,-73.9688
0.02778,360050035001001,0.33642,0.3,60225.0,0.0,0.0354,0.53395,0.7805,0.10185,40.8113,-73.9085
0.09381,360470512004000,0.25749,0.229,34545.0,0.0339,0.1084,0.22355,0.705,0.39122,40.645,-73.9639
0.17212,360610156011000,0.33219,0.166,61024.0,0.0706,0.6892,0.28227,0.9422,0.14286,40.783,-73.9456
0.20971,360610195004000,0.36742,0.166,59758.0,0.1144,0.5962,0.2409,0.7305,0.06759,40.802,-73.9659
0.22087,360610193006000,0.5271,0.166,24232.0,0.0,0.2773,0.08266,0.5814,0.16938,40.8012,-73.9647
0.14619,360471194002002,0.58051,0.229,22397.0,0.0,0.1103,0.22246,0.5691,0.05085,40.6723,-73.8767
0.06164,360470275004000,0.34932,0.229,27975.0,0.0205,0.203,0.08676,0.8108,0.48174,40.6832,-73.9353
0.12236,360470501003011,0.12236,0.229,68735.0,0.038,0.2595,0.54219,0.6765,0.17511,40.7158,-73.9499
0.2565,360610108003000,0.07571,0.166,117728.0,0.2576,0.7139,0.24294,0.9679,0.16723,40.7584,-73.9648
0.27149,360470049003001,0.0,0.229,78050.0,0.1312,0.6185,0.43891,0.8227,0.15837,40.6862,-73.9996
0.23084,360610134009000,0.23986,,73943.0,0.156,0.7548,0.35077,0.9558,0.02254,40.7719,-73.9545
0.20782,360610173003000,0.21811,0.166,103403.0,0.2829,0.5719,0.19444,0.79,0.09671,40.7897,-73.9733
0.28571,360610071004003,0.14181,0.166,115058.0,0.244,0.8158,0.20021,0.9662,0.12826,40.735,-74.0007
0.0,360470327003002,0.36842,0.229,28784.0,0.0,0.1596,0.19549,0.6986,0.43609,40.6619,-73.9619
0.1874,360470557002006,0.09208,0.229,61911.0,0.1292,0.4068,0.32633,0.7826,0.26494,40.7212,-73.9566
0.33016,360610155002000,0.09312,0.166,132894.0,0.2614,0.8135,0.17989,0.9694,0.13545,40.777,-73.9886
0.2807,360610133002001,0.25768,0.166,76048.0,0.1447,0.5125,0.16776,0.8439,0.14912,40.7639,-73.9883
0.04908,360610253003000,0.29908,0.166,46859.0,0.0,0.0902,0.39264,0.4128,0.2592,40.8417,-73.937
0.05714,360610209011002,0.55489,0.166,22798.0,0.0827,0.0749,0.15489,0.7562,0.15038,40.8104,-73.9531
0.38642,360610154008000,0.0705,0.166,102008.0,0.1005,0.8217,0.24935,0.9333,0.19321,40.7804,-73.9513
0.24569,360610181003000,0.15432,0.166,96011.0,0.1695,0.6591,0.35127,0.9342,0.07919,40.794200000000004,-73.969
0.35041,360610111002000,0.18843,0.166,93248.0,0.0843,0.4982,0.2562,0.9411,0.12066,40.7549,-73.9962
0.04255,360610038005000,0.25242,0.166,55245.0,0.0542,0.5497,0.46325,0.8649,0.18762,40.7261,-73.987
0.21715,360470096002001,0.16788,0.229,44250.0,0.0,0.0971,0.18613,0.5334,0.42883,40.6442,-74.0045
0.20897,360610124002000,0.13558,0.166,91154.0,0.2232,0.7242,0.33639,0.9683,0.09582,40.7677,-73.9549
0.04191,360610030011002,0.20023,0.166,69910.0,0.0314,0.5949,0.49243,0.784,0.23399,40.7219,-73.9885
0.22643,360610026022000,0.28203,0.166,83624.0,0.1966,0.5115,0.19742,0.8116,0.0975,40.7251,-73.9784
0.27792,360610089002001,0.24492,0.166,108010.0,0.2056,0.6554,0.19543,0.9194,0.07614,40.7436,-74.0031
0.04274,360610227003001,0.53371,0.166,23872.0,0.0551,0.2192,0.151,0.5903,0.21747,40.8217,-73.945
0.24661,360610074003005,0.16999,0.166,152329.0,0.4126,0.8351,0.14206,0.9649,0.02873,40.745,-73.9863
0.15444,360610066001000,0.09653,0.166,86377.0,0.1815,0.6073,0.46332,0.945,0.10425,40.7418,-73.9798
0.22403,360610238011003,0.188,0.166,66205.0,0.0761,0.4784,0.29046,0.7731,0.22142,40.7622,-73.9495
0.28496,360610073004000,0.14195,0.166,94842.0,0.09,0.6704,0.39831,0.9826,0.08475,40.7344,-74.0032
0.23779,360810769011002,0.13825,0.151,77460.0,0.1604,0.3331,0.26083,0.899,0.20277,40.7131,-73.8348
0.08538,360810157001007,0.23155,0.151,43900.0,0.0,0.1198,0.25326,0.7173,0.42981,40.7533,-73.9232
0.22188,360610184001001,0.1772,0.166,52207.0,0.0401,0.0359,0.20724,0.618,0.35362,40.8022,-73.9452
0.23345,360610034002000,0.25253,0.166,54486.0,0.0281,0.4948,0.30303,0.8177,0.18294,40.7287,-73.981
0.38878,360610134007000,0.04388,0.166,125871.0,0.1663,0.7393,0.27245,0.9499,0.12857,40.7708,-73.9556
0.32593,360610007001003,0.11065,0.166,120960.0,0.2567,0.8063,0.22559,0.9716,0.08112,40.7071,-74.0086
0.20083,360610110001000,0.12215,0.166,121752.0,0.3271,0.7341,0.27226,0.9496,0.07764,40.7633,-73.9628
0.09278,360470253003000,0.3866,0.229,48244.0,0.0,0.3077,0.29381,0.7721,0.2268,40.6922,-73.9493
0.24056,360610067002004,0.13718,0.166,93734.0,0.2217,0.6828,0.32306,0.9471,0.07754,40.7288,-74.0031
0.42772,360610068001001,0.19076,0.166,117078.0,0.1669,0.7325,0.09687,0.9301,0.11774,40.7422,-73.984
0.15933,360470075002003,0.2348,0.229,61112.0,0.1509,0.6846,0.26625,0.8911,0.18868,40.6833,-73.9945
0.18512,360610185002000,0.11581,0.166,79115.0,0.1826,0.7321,0.27388,0.964,0.2426,40.7944,-73.9665
0.28158,360470197002002,0.0,0.229,94380.0,0.1842,0.6018,0.36579,0.8845,0.16842,40.6871,-73.9639
0.11642,360470142003001,0.14761,0.229,53302.0,0.0249,0.4016,0.3763,0.7098,0.33472,40.6218,-74.0232
0.23377,360610106021000,0.13636,0.166,101514.0,0.2301,0.8001,0.21892,0.9658,0.18089,40.7624,-73.9596
0.18295,360610216004001,0.22025,0.166,65112.0,0.0,0.2611,0.38188,0.6533,0.21492,40.802,-73.9567
0.26331,360610144013000,0.03846,0.166,128674.0,0.3536,0.7983,0.16124,0.9728,0.18343,40.7748,-73.9471
0.34078,360610040004000,0.27561,0.166,79220.0,0.095,0.6667,0.15084,0.9053,0.1378,40.7288,-73.9857
0.09398,360610193005001,0.38015,0.166,41076.0,0.0496,0.2114,0.28828,0.7404,0.18796,40.8018,-73.9635
0.06408,360610189004000,0.40809,0.166,42551.0,0.0523,0.2521,0.26307,0.7996,0.21248,40.7988,-73.9628
0.14607,360610108006000,0.12172,0.166,80889.0,0.2481,0.761,0.30431,0.9746,0.17978,40.7604,-73.9652
0.18893,360810779071000,0.31433,0.151,49459.0,0.0261,0.2614,0.25896,0.8231,0.21173,40.7271,-73.8184
0.02821,360610237001000,0.35043,0.166,35009.0,0.0,0.2428,0.24957,0.4978,0.3718,40.8303,-73.9475
0.2,360610177005000,0.32137,0.166,67154.0,0.2547,0.6187,0.05128,0.8818,0.17265,40.7888,-73.9673
0.11601,360610193003000,0.43466,0.166,49773.0,0.0396,0.2786,0.3069,0.6795,0.10279,40.8003,-73.9618
0.30389,360610063003000,0.12198,0.166,181241.0,0.3207,0.8167,0.19138,0.9883,0.06204,40.733,-73.996
0.30996,360610049001003,0.05443,0.166,145521.0,0.4031,0.7924,0.16328,0.9408,0.06919,40.7251,-73.9977
0.17574,360470477002004,0.38204,0.229,32104.0,0.0267,0.2675,0.23018,0.6041,0.18529,40.7165,-73.9404
0.48125,360470155004000,0.05938,0.229,141822.0,0.2438,0.7115,0.15,0.9596,0.06563,40.6701,-73.9806
0.10115,360810591004001,0.30725,0.151,45518.0,0.0115,0.1503,0.32252,0.6208,0.25763,40.7077,-73.9125
0.11972,360050405013000,0.49296,0.3,29199.0,0.0,0.2497,0.17606,0.8088,0.21127,40.8693,-73.8899
0.30331,360610138007001,0.11523,0.166,102076.0,0.1523,0.8058,0.34437,0.997,0.08477,40.7737,-73.9523
0.16456,360470070002001,0.27004,0.229,72476.0,0.038,0.303,0.48101,0.7353,0.04641,40.6384,-74.0271
0.26411,360610171005001,0.09879,0.166,123746.0,0.3498,0.7731,0.14012,0.9563,0.14718,40.7868,-73.9804
0.37633,360610175002000,0.10424,0.166,131299.0,0.1572,0.6659,0.26678,0.8616,0.09541,40.7901,-73.9772
0.03656,360610182003001,0.55054,0.166,19686.0,0.0,0.3904,0.11398,0.5209,0.29893,40.7993,-73.9407
0.23345,360610034002001,0.25253,0.166,54486.0,0.0281,0.4948,0.30303,0.8177,0.18294,40.7273,-73.9806
0.0,360470011001012,0.15625,0.229,78042.0,0.0,0.0,0.84375,0.9643,0.0,40.6927,-73.986
0.3674,360470069003000,0.08029,0.229,97281.0,0.1022,0.7008,0.45012,0.8837,0.0,40.6851,-73.9924
0.08298,360610111001003,0.34244,0.166,40076.0,0.1166,0.4022,0.27731,0.7069,0.18067,40.7531,-73.9955
0.18063,360610028003001,0.25047,0.166,60713.0,0.0484,0.3443,0.28119,0.7415,0.23929,40.7265,-73.9799
0.27627,360470015003006,0.14915,0.229,93020.0,0.1288,0.3002,0.26949,0.7333,0.17627,40.6918,-73.9845
0.0846,360610247002000,0.60745,0.166,21998.0,0.0,0.2013,0.09983,0.7193,0.20812,40.8367,-73.9458
0.25852,360610066008000,0.42614,0.166,35948.0,0.0483,0.3124,0.06676,0.6975,0.20028,40.7399,-73.9774
0.23077,360610157006000,0.18601,0.166,87430.0,0.1846,0.7018,0.22657,0.958,0.17203,40.7784,-73.9796
0.05128,360610269006001,0.62821,0.166,19340.0,0.0,0.2308,0.15568,0.5945,0.16484,40.8525,-73.931
0.29671,360610138004000,0.13427,0.166,98270.0,0.108,0.7156,0.29765,0.9474,0.16338,40.775,-73.9512
0.05248,360810119001001,0.29446,0.151,38052.0,0.0233,0.288,0.33819,0.6592,0.29155,40.7712,-73.9077
0.14063,360810713043001,0.59821,0.151,15863.0,0.0,0.4011,0.12054,0.8587,0.14063,40.7285,-73.8553
0.19265,360610140002001,0.05561,0.166,209390.0,0.4945,0.8763,0.22244,0.9792,0.03476,40.775,-73.9568
0.17308,360610247004000,0.29915,0.166,38611.0,0.0,0.2502,0.30769,0.5217,0.22009,40.8381,-73.9461
0.41353,360610090001001,0.13409,0.166,118861.0,0.1855,0.7448,0.11529,0.9628,0.15163,40.7516,-73.9718
0.22643,360610026022002,0.28203,0.166,83624.0,0.1966,0.5115,0.19742,0.8116,0.0975,40.7239,-73.9799
0.11601,360610193003000,0.43466,0.166,49773.0,0.0396,0.2786,0.3069,0.6795,0.10279,40.8003,-73.9618
0.22304,360610154001000,0.21047,0.166,86543.0,0.1885,0.6423,0.25655,0.8916,0.12147,40.7808,-73.9471
0.08265,360610214001003,0.24214,0.166,39943.0,0.0,0.2012,0.27241,0.6964,0.40279,40.8156,-73.9362
0.21408,360470215003000,0.16523,0.229,60213.0,0.0402,0.4222,0.37644,0.767,0.20402,40.6741,-73.9667
0.27979,360610169003000,0.09948,0.166,107872.0,0.258,0.7266,0.22073,0.9729,0.14197,40.7864,-73.9734
0.18448,360610149004000,0.29771,0.166,51926.0,0.1539,0.8228,0.15013,0.9823,0.21374,40.7719,-73.9816
0.34461,360470161001001,0.10148,0.229,94572.0,0.1522,0.4736,0.21353,0.809,0.18816,40.6821,-73.9735
0.10335,360610032006001,0.32284,0.166,48871.0,0.0502,0.5349,0.33465,0.8455,0.18898,40.724,-73.9839
0.19459,360610148011000,0.05284,0.166,209445.0,0.4871,0.8244,0.16624,0.984,0.09923,40.7785,-73.9556
0.24611,360470121002002,0.20872,0.229,56420.0,0.0093,0.1801,0.43614,0.6414,0.09969,40.6699,-73.99
0.44405,360610146021000,0.07067,0.166,133764.0,0.2556,0.7723,0.1225,0.9483,0.10719,40.7792,-73.9512
0.24773,360610018003001,0.13142,0.166,81703.0,0.074,0.2242,0.34139,0.5086,0.20544,40.7197,-73.9883
0.21837,360610059003001,0.27436,0.166,77719.0,0.1377,0.7933,0.22061,0.948,0.14894,40.7306,-73.995
0.19265,360610140002001,0.05561,0.166,209390.0,0.4945,0.8763,0.22244,0.9792,0.03476,40.7757,-73.958
0.42905,360610013001016,0.0538,0.166,114553.0,0.1493,0.6171,0.25017,0.8889,0.11769,40.708,-74.0149
0.36965,360610158011002,0.04651,0.166,129642.0,0.2472,0.9186,0.29865,0.995,0.03794,40.783500000000004,-73.9512
0.3824,360610158012000,0.1024,0.166,114548.0,0.1456,0.6298,0.2688,0.8344,0.1008,40.7831,-73.9517
0.43606,360610132007001,0.1195,0.166,90686.0,0.0335,0.8041,0.2935,0.9573,0.1174,40.7685,-73.9511
0.375,360610165002000,0.0964,0.166,191489.0,0.4068,0.8241,0.09004,0.9836,0.03178,40.7834,-73.9774
0.22087,360610193006001,0.5271,0.166,24232.0,0.0,0.2773,0.08266,0.5814,0.16938,40.7999,-73.9637
0.15527,360610144022000,0.18669,0.166,55565.0,0.037,0.8119,0.43438,0.9716,0.18669,40.7769,-73.9467
0.23362,360610118006000,0.10571,0.166,122335.0,0.3943,0.7413,0.18076,0.9833,0.08562,40.7635,-73.9601
0.16199,360610018002002,0.26791,0.166,76272.0,0.081,0.3667,0.38318,0.61,0.10592,40.7184,-73.9898
0.25091,360610032001000,0.18339,0.166,62318.0,0.0182,0.6579,0.2938,0.9467,0.25365,40.7276,-73.9838
0.13636,360610030021000,0.28571,0.166,58233.0,0.0733,0.5063,0.31633,0.8067,0.18831,40.7229,-73.9841
0.22188,360610184001005,0.1772,0.166,52207.0,0.0401,0.0359,0.20724,0.618,0.35362,40.7991,-73.9442
0.16228,360610133004000,0.08333,0.166,96065.0,0.1959,0.5437,0.39474,0.8785,0.16374,40.7662,-73.9882
0.21357,360610081002001,0.18264,0.166,85391.0,0.1647,0.6618,0.35828,0.9076,0.08084,40.741,-74.0001
0.32708,360610127004001,0.22036,0.166,82386.0,0.0632,0.4176,0.19071,0.8012,0.19862,40.7627,-73.9905
0.12402,360470315002000,0.25432,0.229,40387.0,0.0,0.117,0.1821,0.691,0.43956,40.6765,-73.9475
0.413,360610173007000,0.13436,0.166,108995.0,0.1982,0.7823,0.1663,0.9938,0.08811,40.786,-73.9703
0.35511,360610098007000,0.04858,0.166,108142.0,0.1859,0.7248,0.28811,0.9548,0.12228,40.7553,-73.9678
0.23343,360610091003000,0.31492,0.166,55758.0,0.0594,0.5751,0.28039,0.9798,0.11188,40.7448,-73.9969
0.26392,360610156013001,0.0799,0.166,69155.0,0.0775,0.6975,0.30024,0.9328,0.27845,40.7839,-73.9488
0.11994,360610078001000,0.14365,0.166,110657.0,0.3975,0.7027,0.22873,0.9488,0.11018,40.7479,-73.9739
0.21814,360610115002001,0.11015,0.166,117462.0,0.3045,0.1263,0.22894,0.9639,0.13823,40.759,-73.9949
0.2685,360610015021003,0.07398,0.166,120956.0,0.2972,0.7676,0.30549,0.978,0.05485,40.7094,-74.0067
0.17517,360610181004000,0.05612,0.166,90937.0,0.2381,0.5938,0.27891,0.9099,0.2517,40.7918,-73.9677
0.20048,250250106002012,0.24344,0.226,70977.0,0.2422,0.7975,0.20048,0.9487,0.11337,42.3459,-71.0794
0.44499,360610048006000,0.09394,0.166,119563.0,0.1248,0.7181,0.13721,0.9138,0.19901,40.735,-73.9823
0.11275,360610223013006,0.40269,0.166,30976.0,0.0201,0.0572,0.2953,0.3694,0.16913,40.8215,-73.955
0.16075,360610136003000,0.16272,0.166,97491.0,0.2465,0.7582,0.32544,0.997,0.10454,40.7728,-73.9502
0.1802,360470291002001,0.5533,0.229,24655.0,0.0,0.1366,0.07868,0.541,0.18782,40.6902,-73.9339
0.29231,360470001001013,0.09231,0.229,153828.0,0.3487,0.4647,0.0718,0.8814,0.19487,40.7005,-73.9938
0.25346,360610063004000,0.20123,0.166,51501.0,0.1536,0.8245,0.09063,0.9954,0.30108,40.7336,-73.9991
0.41353,360610090001001,0.13409,0.166,118861.0,0.1855,0.7448,0.11529,0.9628,0.15163,40.7513,-73.9715
0.07006,360810181012000,0.11943,0.151,41024.0,0.0271,0.2097,0.28344,0.6248,0.5,40.7451,-73.9239
0.3048,360610038007001,0.3349,0.166,57140.0,0.0395,0.6598,0.15993,0.9042,0.16087,40.7274,-73.9865
0.32855,360610073002000,0.17953,0.166,87034.0,0.1221,0.7864,0.26212,0.9885,0.10772,40.7339,-74.0048
0.35087,360610129002005,0.12626,0.166,112467.0,0.1995,0.6611,0.16011,0.9118,0.16331,40.7611,-73.9989
0.27004,360610175001003,0.10305,0.166,186972.0,0.4141,0.8048,0.14981,0.983,0.06298,40.791,-73.9772
0.12721,360610015012003,0.30272,0.166,43695.0,0.0088,0.3739,0.29184,0.8214,0.26939,40.7092,-74.0036
0.17931,360610136005004,0.05172,0.166,192302.0,0.4276,0.7758,0.19885,0.9718,0.14253,40.7731,-73.9459
0.25965,360610086034003,0.10292,0.166,156616.0,0.3906,0.7679,0.07719,0.9734,0.16959,40.7532,-73.966
0.1886,360810073003001,0.12719,0.151,46136.0,0.1491,0.5212,0.22515,0.9484,0.30994,40.7664,-73.926
0.05466,360470527003002,0.44051,0.229,33644.0,0.0772,0.0843,0.22508,0.4314,0.20257,40.7069,-73.9532
