incomeBetween100to200,blockFips,incomeLessThan25,incomeBelowPoverty,medianIncome,incomeGreater200,educationBachelorOrGreater,incomeBetween50to100,educationHighSchoolGraduate,incomeBetween25to50,lat,lng
0.13621,360470231001000,0.32241,0.229,46390.0,0.0414,0.3422,0.27586,0.6802,0.22414,40.6883,-73.9609
0.40318,360470167004001,0.15896,0.229,99830.0,0.0434,0.7574,0.28468,0.9319,0.10983,40.6621,-73.9793
0.19005,360610015011006,0.1865,0.166,69490.0,0.2016,0.8695,0.23535,0.9835,0.1865,40.711,-74.0072
0.27832,360610158022001,0.22654,0.166,77223.0,0.0744,0.5498,0.22007,0.7913,0.20065,40.7866,-73.9504
0.2807,360610073001000,0.17193,0.166,101854.0,0.1649,0.7804,0.25614,0.9877,0.12632,40.7356,-74.0057
0.18182,360610111003002,0.10695,0.166,73283.0,0.0357,0.5369,0.48128,0.821,0.1943,40.7562,-73.9968
0.28417,360610054001004,0.1271,0.166,129260.0,0.3201,0.8219,0.09592,0.9958,0.17266,40.7392,-73.9948
0.58752,360610087003000,0.07972,0.166,118271.0,0.0884,0.7251,0.16465,0.9478,0.07972,40.7424,-73.9999
0.13531,360610122001003,0.16279,0.166,213917.0,0.5053,0.7743,0.0,0.9549,0.19662,40.7678,-73.9671
0.08128,360610040002000,0.05419,0.166,88540.0,0.2488,0.638,0.26601,0.9082,0.34975,40.7315,-73.9875
0.01139,360470798021000,0.21868,0.229,38611.0,0.0,0.0984,0.41116,0.6269,0.35877,40.6592,-73.9624
0.29044,360610146026000,0.0671,0.166,125518.0,0.2509,0.7294,0.24265,0.9438,0.1489,40.778,-73.9512
0.22919,360610161005000,0.17491,0.166,105496.0,0.263,0.7602,0.29554,0.9655,0.03739,40.7802,-73.9797
0.21275,360610072004001,0.22308,0.166,63920.0,0.0999,0.7981,0.32989,0.9614,0.13437,40.743,-73.9805
0.23029,360610187002000,0.10477,0.166,147240.0,0.3413,0.711,0.14419,0.879,0.17946,40.7976,-73.9724
0.45807,360610090002000,0.05544,0.166,133983.0,0.2134,0.7465,0.22384,0.9856,0.0492,40.7517,-73.9694
0.0438,360470816002000,0.2719,0.229,39566.0,0.0,0.1397,0.34307,0.6824,0.34124,40.652,-73.9426
0.32115,360610138006000,0.1125,0.166,136186.0,0.2385,0.6751,0.27404,0.9529,0.05385,40.7756,-73.9507
0.20799,360610144025000,0.06455,0.166,108749.0,0.3207,0.8221,0.2459,0.9758,0.16086,40.7777,-73.9462
0.23693,360610279006001,0.42974,0.166,39331.0,0.0,0.1599,0.22059,0.4251,0.11275,40.8553,-73.9312
0.28543,180973222002008,0.08782,0.208,82137.0,0.1417,0.5503,0.22954,0.9372,0.25549,39.8395,-86.1527
0.19463,360610106022003,0.03827,0.166,121858.0,0.3355,0.8146,0.2956,0.9772,0.13599,40.7599,-73.9604
0.0867,360610178002000,0.51271,0.166,23976.0,0.1061,0.164,0.12706,0.7213,0.16741,40.7962,-73.9342
0.23466,360610101001007,0.19495,0.166,71243.0,0.1986,0.4443,0.08123,0.5876,0.29061,40.7482,-73.9892
0.29511,360610013002004,0.2162,0.166,145216.0,0.3183,0.7662,0.15413,0.9568,0.01631,40.7069,-74.0152
0.2807,360610133002001,0.25768,0.166,76048.0,0.1447,0.5125,0.16776,0.8439,0.14912,40.7636,-73.9879
0.15175,360610146011000,0.02883,0.166,188366.0,0.4568,0.7242,0.33384,0.9627,0.02883,40.7779,-73.9525
0.24725,360610134008000,0.16016,0.166,193324.0,0.4925,0.7512,0.08008,0.961,0.02002,40.7704,-73.9566
0.23603,360610063002001,0.03478,0.166,122238.0,0.3081,0.8117,0.25839,0.9776,0.16273,40.735,-73.9985
0.08958,360610189005000,0.45521,0.166,35926.0,0.0,0.2521,0.28702,0.5646,0.16819,40.8,-73.9656
0.2685,360610015021001,0.07398,0.166,120956.0,0.2972,0.7676,0.30549,0.978,0.05485,40.7099,-74.0094
0.32924,360610118003000,0.11794,0.166,148788.0,0.2924,0.7088,0.17199,0.9584,0.08845,40.7668,-73.962
0.07415,360470343003001,0.53814,0.229,23095.0,0.0,0.1018,0.26483,0.6351,0.12288,40.6732,-73.9416
0.32855,360610073002000,0.17953,0.166,87034.0,0.1221,0.7864,0.26212,0.9885,0.10772,40.7334,-74.0047
0.30826,360610137003000,0.1603,0.166,87943.0,0.1591,0.7771,0.22441,0.9957,0.14797,40.7658,-73.9826
0.25346,360610063004000,0.20123,0.166,51501.0,0.1536,0.8245,0.09063,0.9954,0.30108,40.7339,-73.9988
0.22774,360810287002001,0.1118,0.151,78582.0,0.0,0.4056,0.43685,0.845,0.2236,40.7477,-73.8885
0.00172,360610083003001,0.59434,0.166,23658.0,0.0961,0.1392,0.12264,0.5383,0.18525,40.7437,-74.0064
0.18206,360610058001002,0.21569,0.166,142347.0,0.4028,0.6785,0.12872,0.8775,0.07074,40.7448,-73.9909
0.31933,360610092001011,0.11459,0.166,114000.0,0.2437,0.7186,0.20474,0.9449,0.11765,40.7537,-73.974
0.25285,360610044005005,0.18607,0.166,96196.0,0.1376,0.6666,0.32192,0.9851,0.1016,40.7289,-73.9757
0.22475,360610211003000,0.15551,0.166,65832.0,0.0375,0.5143,0.48241,0.7951,0.09989,40.8148,-73.9599
0.24563,360610131002001,0.17643,0.166,128769.0,0.3316,0.6199,0.11635,0.9127,0.13004,40.7645,-73.984
0.26674,360610067004004,0.14727,0.166,72088.0,0.0814,0.8191,0.27806,0.9586,0.22657,40.7304,-74.0051
0.27723,360610076001001,0.21947,0.166,77060.0,0.1576,0.7267,0.18564,0.993,0.16007,40.7494,-73.9875
0.58752,360610087003000,0.07972,0.166,118271.0,0.0884,0.7251,0.16465,0.9478,0.07972,40.7416,-73.9985
0.34578,360610163001006,0.1241,0.166,104816.0,0.2253,0.766,0.16145,0.9685,0.14337,40.7827,-73.9827
0.20788,360610159004002,0.18886,0.166,98008.0,0.2867,0.8137,0.15897,0.9525,0.15761,40.7806,-73.9829
0.1754,360610039003000,0.32346,0.166,55729.0,0.0387,0.4552,0.33713,0.8776,0.12529,40.718,-74.0112
0.16075,360610136003000,0.16272,0.166,97491.0,0.2465,0.7582,0.32544,0.997,0.10454,40.773,-73.9507
0.25965,360610086034002,0.10292,0.166,156616.0,0.3906,0.7679,0.07719,0.9734,0.16959,40.7535,-73.9648
0.15429,360610132001000,0.13886,0.166,67291.0,0.1697,0.7851,0.32594,0.968,0.21119,40.7717,-73.9518
0.36451,360610146022000,0.03568,0.166,125599.0,0.2093,0.7764,0.29605,0.9487,0.0945,40.7783,-73.9523
0.15323,360610067001001,0.14875,0.166,71117.0,0.2518,0.7241,0.33513,0.9562,0.11111,40.7313,-74.0029
0.23466,360610101001007,0.19495,0.166,71243.0,0.1986,0.4443,0.08123,0.5876,0.29061,40.7486,-73.9903
0.21408,360470215003000,0.16523,0.229,60213.0,0.0402,0.4222,0.37644,0.767,0.20402,40.6739,-73.9658
0.1663,360470399002001,0.15743,0.229,68420.0,0.0,0.2103,0.4745,0.6783,0.20177,40.6908,-73.9192
0.2068,360610036022003,0.23537,0.166,65115.0,0.0748,0.4306,0.30884,0.7458,0.17415,40.7238,-73.9898
0.18458,360610108004000,0.02804,0.166,266288.0,0.7243,0.7326,0.03271,0.9876,0.03037,40.7579,-73.9653
0.30735,360610126002000,0.1919,0.166,122111.0,0.2324,0.7876,0.22789,0.9871,0.04048,40.769,-73.9597
0.2807,360610133002000,0.25768,0.166,76048.0,0.1447,0.5125,0.16776,0.8439,0.14912,40.7645,-73.9877
0.17918,360810214002007,0.11945,0.151,40669.0,0.0,0.2834,0.23891,0.7709,0.46246,40.7074,-73.8151
0.0,360470249001001,0.4075,0.229,46156.0,0.0,0.1158,0.4375,0.7627,0.155,40.6843,-73.9499
0.27802,360610158021001,0.16376,0.166,85275.0,0.1237,0.6105,0.24891,0.8141,0.18559,40.7866,-73.9512
0.16838,360610135001010,0.33629,0.166,49590.0,0.1273,0.186,0.15392,0.6239,0.21409,40.7679,-73.9916
0.13621,360470231001000,0.32241,0.229,46390.0,0.0414,0.3422,0.27586,0.6802,0.22414,40.6883,-73.9609
0.31024,360610033001006,0.15121,0.166,140789.0,0.3458,0.7701,0.11928,0.9583,0.07349,40.7166,-74.0049
0.17912,360610068004001,0.63016,0.166,14481.0,0.0219,0.73,0.06443,0.9351,0.10438,40.7388,-73.9832
0.20083,360610124006000,0.0674,0.166,125451.0,0.3274,0.7349,0.30261,0.955,0.10179,40.7671,-73.9529
0.25729,360610146014000,0.07638,0.166,94037.0,0.1789,0.7391,0.3005,0.957,0.18694,40.7758,-73.9506
0.15708,360810069001000,0.18507,0.151,60145.0,0.0435,0.2487,0.37325,0.7469,0.24106,40.7686,-73.9211
0.25735,360610087001000,0.14216,0.166,158532.0,0.4105,0.7042,0.16605,0.8692,0.0239,40.742,-73.9945
0.03313,360610119001000,0.73494,0.166,9674.0,0.0,0.2903,0.03313,0.7715,0.1988,40.7578,-73.9839
0.16102,360470527005000,0.23446,0.229,48559.0,0.0,0.158,0.27684,0.3988,0.32768,40.7096,-73.9553
0.27033,360610155006000,0.12031,0.166,101760.0,0.2035,0.7472,0.25622,0.9826,0.14965,40.7776,-73.9836
0.32593,360610007001025,0.11065,0.166,120960.0,0.2567,0.8063,0.22559,0.9716,0.08112,40.7047,-74.0076
0.42772,360610068001001,0.19076,0.166,117078.0,0.1669,0.7325,0.09687,0.9301,0.11774,40.7421,-73.9835
0.16838,360610135001009,0.33629,0.166,49590.0,0.1273,0.186,0.15392,0.6239,0.21409,40.7674,-73.9903
0.09059,360610066009000,0.51103,,25818.0,0.0825,0.304,0.11614,0.7059,0.19977,40.7405,-73.9767
0.30085,360610099001016,0.16017,0.166,129981.0,0.278,0.4913,0.14576,0.7939,0.11525,40.753,-74.0037
0.37749,360610108005000,0.06331,0.166,113552.0,0.1805,0.7041,0.18992,0.9926,0.18875,40.757,-73.9642
0.04255,360810697012001,0.1844,0.151,41815.0,0.0,0.3329,0.34043,0.75,0.43262,40.7267,-73.8607
0.25905,360610070001001,0.09714,0.166,102132.0,0.1879,0.7302,0.32889,0.9524,0.12698,40.7447,-73.9782
0.15966,360810083001003,0.18768,0.151,50573.0,0.0,0.2722,0.34174,0.6639,0.31092,40.7726,-73.926
0.37485,360610140001000,0.078,0.166,150117.0,0.2806,0.8538,0.19907,0.9733,0.06752,40.7771,-73.9558
0.26674,360610067004003,0.14727,0.166,72088.0,0.0814,0.8191,0.27806,0.9586,0.22657,40.7311,-74.0045
0.0,360610234002001,0.4102,0.166,36530.0,0.0,0.137,0.20085,0.6113,0.38895,40.8234,-73.9406
0.25569,360610134006001,0.10248,0.166,115732.0,0.3023,0.7194,0.25466,0.9714,0.08489,40.7708,-73.9576
0.06125,360810079001004,0.3192,0.151,38525.0,0.0577,0.2852,0.30742,0.6796,0.25442,40.7687,-73.9292
0.16353,360470445002003,0.31015,0.229,42662.0,0.015,0.1576,0.2406,0.5357,0.27068,40.7027,-73.92
0.13383,360810134001000,0.17077,0.151,62073.0,0.0345,0.3957,0.49343,0.8801,0.16749,40.706,-73.8324
0.18496,360610195003002,0.27917,0.166,65522.0,0.1521,0.4315,0.26448,0.6676,0.11927,40.8024,-73.9651
0.2068,360610036022003,0.23537,0.166,65115.0,0.0748,0.4306,0.30884,0.7458,0.17415,40.7238,-73.9902
0.25285,360610044005005,0.18607,0.166,96196.0,0.1376,0.6666,0.32192,0.9851,0.1016,40.7301,-73.9766
0.18182,360610111003004,0.10695,0.166,73283.0,0.0357,0.5369,0.48128,0.821,0.1943,40.7556,-73.9957
0.44499,360610048006001,0.09394,0.166,119563.0,0.1248,0.7181,0.13721,0.9138,0.19901,40.7343,-73.9822
0.28957,360610151004003,0.14359,0.166,119654.0,0.2838,0.808,0.19556,0.981,0.08752,40.7751,-73.9886
0.10894,360810375002000,0.35772,0.151,33563.0,0.0683,0.2149,0.24228,0.6089,0.22276,40.7511,-73.8705
0.16838,360610135001001,0.33629,0.166,49590.0,0.1273,0.186,0.15392,0.6239,0.21409,40.7709,-73.9917
0.26576,360610081001001,0.10475,0.166,109137.0,0.2561,0.7947,0.32687,0.9743,0.04656,40.7397,-73.9979
0.37485,360610140001000,0.078,0.166,150117.0,0.2806,0.8538,0.19907,0.9733,0.06752,40.7776,-73.9554
0.27721,360610078006002,0.10233,0.166,126486.0,0.3349,0.7625,0.17023,0.9444,0.11535,40.7464,-73.9725
0.12903,360610096001006,0.10753,0.166,39310.0,0.129,0.72,0.11828,0.936,0.51613,40.7547,-73.981
0.36451,360610146022000,0.03568,0.166,125599.0,0.2093,0.7764,0.29605,0.9487,0.0945,40.7784,-73.9523
0.25688,360050307014002,0.07951,0.3,85775.0,0.1606,0.6495,0.30581,0.9144,0.19725,40.8857,-73.9143
0.42772,360610068001001,0.19076,0.166,117078.0,0.1669,0.7325,0.09687,0.9301,0.11774,40.7421,-73.9836
0.31098,360610068003000,0.09146,0.166,98434.0,0.1793,0.7711,0.29512,0.9651,0.12317,40.7382,-73.9843
0.27155,360610247005002,0.44878,0.166,41431.0,0.0,0.1636,0.0813,0.6351,0.19837,40.8383,-73.944
0.25735,360610087001002,0.14216,0.166,158532.0,0.4105,0.7042,0.16605,0.8692,0.0239,40.742,-73.9969
0.29671,360470009001005,0.09027,0.229,108445.0,0.2456,0.771,0.26102,0.9432,0.10637,40.6909,-73.9911
0.25285,360610044005005,0.18607,0.166,96196.0,0.1376,0.6666,0.32192,0.9851,0.1016,40.729,-73.9768
0.26799,360610045001001,0.14748,0.166,122967.0,0.2572,0.662,0.18885,0.9264,0.13849,40.7218,-73.9979
0.24563,360610131002002,0.17643,0.166,128769.0,0.3316,0.6199,0.11635,0.9127,0.13004,40.7637,-73.9847
0.31933,360610092001013,0.11459,0.166,114000.0,0.2437,0.7186,0.20474,0.9449,0.11765,40.7544,-73.9721
0.23616,360810693001001,0.19065,0.151,60171.0,0.0394,0.3454,0.30627,0.8237,0.22755,40.7302,-73.8646
0.36451,360610146022000,0.03568,0.166,125599.0,0.2093,0.7764,0.29605,0.9487,0.0945,40.7788,-73.9538
0.21429,360810113003002,0.10599,0.151,79546.0,0.0438,0.277,0.36175,0.8056,0.27419,40.7736,-73.9067
0.08298,360610111001000,0.34244,0.166,40076.0,0.1166,0.4022,0.27731,0.7069,0.18067,40.7544,-73.9926
0.06951,360470217002002,0.36883,0.229,43659.0,0.0146,0.2328,0.32175,0.7006,0.22534,40.6715,-73.9595
0.16263,360610132005000,0.2,0.166,61329.0,0.0699,0.7066,0.39377,0.9526,0.1737,40.7699,-73.9484
0.19113,360810737002014,0.21254,0.151,55939.0,0.0948,0.6368,0.38838,0.928,0.11315,40.7164,-73.8439
0.10442,360610129001005,0.29993,0.166,45744.0,0.1254,0.4481,0.20463,0.8698,0.26559,40.7642,-73.9939
0.0,360610245003001,0.2551,0.166,43240.0,0.0347,0.1235,0.3449,0.4042,0.36531,40.8374,-73.9437
0.25476,360610183004001,0.12896,0.166,128441.0,0.2865,0.8314,0.25159,0.9456,0.07822,40.7957,-73.9727
0.13619,360610124001002,0.10914,0.166,73853.0,0.0905,0.7366,0.47948,0.9669,0.1847,40.7689,-73.9547
0.19463,360610106022001,0.03827,0.166,121858.0,0.3355,0.8146,0.2956,0.9772,0.13599,40.7618,-73.9598
0.19624,360470241002001,0.45968,0.229,32975.0,0.0,0.1488,0.12903,0.6515,0.21505,40.6905,-73.9546
0.27187,360610110003001,0.09062,0.166,96765.0,0.156,0.7441,0.34247,0.966,0.13909,40.762,-73.9638
0.03812,360610018005001,0.39014,0.166,56072.0,0.1659,0.2476,0.30493,0.4463,0.1009,40.7214,-73.9935
0.32593,360610007001018,0.11065,0.166,120960.0,0.2567,0.8063,0.22559,0.9716,0.08112,40.7051,-74.0078
0.2199,360610148025000,0.07592,0.166,187621.0,0.445,0.8406,0.14136,1.0,0.1178,40.7802,-73.9565
0.0411,360610071001000,0.12877,0.166,82475.0,0.3726,0.7181,0.31781,0.9523,0.13973,40.7374,-73.9988
0.2141,360610133003000,0.22063,0.166,48088.0,0.0,0.4431,0.3342,0.7397,0.23107,40.7648,-73.99
0.24689,360610066004000,0.10985,0.166,89700.0,0.1982,0.6118,0.25028,0.9555,0.19479,40.7404,-73.9814
0.1938,360610183007000,0.35401,0.166,45033.0,0.0568,0.5898,0.26227,0.8095,0.13308,40.7944,-73.9715
0.15039,360610166002001,0.57422,0.166,22654.0,0.0,0.0436,0.13477,0.3721,0.14063,40.789,-73.9478
0.32115,360610050005000,0.167,0.166,108378.0,0.1996,0.7833,0.21443,0.9931,0.09783,40.7357,-73.9864
0.06126,361190013021004,0.46708,0.09,23529.0,0.0383,0.1044,0.12098,0.517,0.3124,40.9154,-73.8901
0.24689,360610066004000,0.10985,0.166,89700.0,0.1982,0.6118,0.25028,0.9555,0.19479,40.7398,-73.9811
0.32593,360610007001021,0.11065,0.166,120960.0,0.2567,0.8063,0.22559,0.9716,0.08112,40.7061,-74.0094
0.22643,360610026022002,0.28203,0.166,83624.0,0.1966,0.5115,0.19742,0.8116,0.0975,40.7248,-73.9808
0.12478,360470496001000,0.40035,0.229,36758.0,0.0555,0.2778,0.30676,0.6879,0.11265,40.6449,-73.975
0.36961,360810001001039,0.10451,0.151,126837.0,0.2405,0.6612,0.23092,0.8588,0.05441,40.7441,-73.9404
0.24042,360610060001004,0.17702,0.166,105811.0,0.2431,0.7382,0.27345,0.9868,0.06605,40.7357,-73.976
0.36482,360610072002002,0.12541,0.166,89474.0,0.0505,0.7357,0.41694,0.9745,0.04235,40.7449,-73.9811
0.0291,360050098005004,0.31878,0.3,44425.0,0.0,0.2071,0.30688,0.7458,0.34524,40.8259,-73.8553
0.0411,360610071001000,0.12877,0.166,82475.0,0.3726,0.7181,0.31781,0.9523,0.13973,40.7372,-73.9981
0.21818,360610110006001,0.17677,0.166,73118.0,0.1131,0.673,0.29293,0.9587,0.19899,40.7618,-73.9626
0.26082,360610106013000,0.04912,0.166,100103.0,0.2012,0.7338,0.33567,0.9857,0.15322,40.7575,-73.9625
0.13319,360470269003001,0.39083,0.229,34659.0,0.0655,0.0629,0.12009,0.6573,0.29039,40.6809,-73.946
0.29376,360610068002001,0.09054,0.166,117832.0,0.2535,0.7642,0.32998,0.9488,0.03219,40.7399,-73.9864
0.21275,360610072004001,0.22308,0.166,63920.0,0.0999,0.7981,0.32989,0.9614,0.13437,40.743,-73.9805
0.24574,360610078002002,0.15909,0.166,68286.0,0.1293,0.6415,0.24432,0.9508,0.22159,40.7476,-73.976
0.21639,360610059001000,0.16645,0.166,157996.0,0.4097,0.7738,0.07683,0.991,0.1306,40.7325,-73.9946
0.23296,360610052002003,0.06913,0.166,139017.0,0.4025,0.8341,0.22349,0.9727,0.07197,40.7382,-73.9918
0.46978,360610009001010,0.0,0.166,101985.0,0.2308,0.8301,0.12363,0.951,0.17582,40.7045,-74.0104
0.0,360610152001002,0.7918,0.166,11708.0,0.0,0.3713,0.01893,0.7144,0.18927,40.7809,-73.9449
0.21814,360610115002001,0.11015,0.166,117462.0,0.3045,0.1263,0.22894,0.9639,0.13823,40.7592,-73.9948
0.16063,360610212004000,0.27816,0.166,60447.0,0.0147,0.3678,0.40353,0.7857,0.143,40.8126,-73.9389
0.19578,360610137004000,0.11549,0.166,112867.0,0.3718,0.6241,0.24366,0.985,0.07324,40.7672,-73.9802
0.27979,360610169003000,0.09948,0.166,107872.0,0.258,0.7266,0.22073,0.9729,0.14197,40.7866,-73.9731
0.27366,360610126001000,0.07019,0.166,89629.0,0.1741,0.7615,0.34696,0.965,0.13505,40.7697,-73.9581
0.30735,360610126002000,0.1919,0.166,122111.0,0.2324,0.7876,0.22789,0.9871,0.04048,40.769,-73.9596
0.15444,360610066001000,0.09653,0.166,86377.0,0.1815,0.6073,0.46332,0.945,0.10425,40.7418,-73.9799
0.26799,360610150012000,0.13323,0.166,126123.0,0.2726,0.8125,0.27412,0.9647,0.05207,40.781,-73.9595
0.17488,360610307001001,0.18719,0.166,79177.0,0.1158,0.4785,0.37931,0.7864,0.14286,40.8713,-73.9148
0.33623,360610032005000,0.24638,0.166,65595.0,0.0,0.5215,0.26667,0.8267,0.15073,40.7232,-73.9837
0.19107,360610073003003,0.13396,0.166,75413.0,0.1745,0.6808,0.28453,0.9496,0.21599,40.7321,-74.0048
0.0,360470431002001,0.44965,0.229,28680.0,0.0,0.179,0.19906,0.455,0.35129,40.6993,-73.9204
0.28631,360610074001003,0.05809,0.166,153115.0,0.4246,0.7419,0.17151,0.9599,0.05947,40.747,-73.985
0.08212,360470519001009,0.2053,0.229,54796.0,0.0954,0.2682,0.37483,0.7426,0.24238,40.7161,-73.9544
0.18448,360610149004000,0.29771,0.166,51926.0,0.1539,0.8228,0.15013,0.9823,0.21374,40.7712,-73.9813
0.2331,360610050001003,0.14345,0.166,146879.0,0.32,0.743,0.14621,0.9449,0.15724,40.738,-73.9874
0.21357,360610081002001,0.18264,0.166,85391.0,0.1647,0.6618,0.35828,0.9076,0.08084,40.7408,-74.0004
0.19578,360610137004003,0.11549,0.166,112867.0,0.3718,0.6241,0.24366,0.985,0.07324,40.7662,-73.9799
0.0411,360610071001000,0.12877,0.166,82475.0,0.3726,0.7181,0.31781,0.9523,0.13973,40.7372,-73.9981
0.05465,360610174021002,0.48372,0.166,23055.0,0.0244,0.1709,0.2593,0.6384,0.17791,40.7967,-73.9485
0.09973,360470139003000,0.20485,0.229,47844.0,0.0782,0.4273,0.15094,0.7455,0.46631,40.6695,-73.9889
0.27401,360610050002000,0.10452,0.166,158440.0,0.4379,0.776,0.13842,0.9823,0.0452,40.7365,-73.9865
0.29461,360610042001002,0.13011,0.166,99462.0,0.2388,0.6243,0.2277,0.9669,0.10874,40.7327,-73.99
0.34203,360610068006000,0.10821,0.166,105683.0,0.1517,0.7913,0.31981,0.9853,0.07826,40.7419,-73.9812
0.16751,360610224002001,0.55076,0.166,20471.0,0.0,0.2971,0.03807,0.6248,0.24366,40.8088,-73.9448
0.11665,360610030022002,0.53342,0.166,20575.0,0.0131,0.3091,0.17562,0.581,0.16121,40.723,-73.9885
0.00242,360470313002001,0.41546,0.229,37367.0,0.0,0.1071,0.24396,0.7302,0.33816,40.6763,-73.9433
0.14114,360610048005002,0.1463,0.166,54587.0,0.0637,0.6628,0.4148,0.9334,0.23408,40.7319,-73.9832
0.24701,360610100002000,0.19695,0.166,75392.0,0.1066,0.7367,0.3025,0.9328,0.1469,40.7601,-73.9695
0.37234,360810216002001,0.19787,0.151,91252.0,0.0234,0.2192,0.28511,0.6451,0.12128,40.7118,-73.8258
0.22514,360610021001011,0.00559,0.166,266288.0,0.6804,0.7689,0.05419,0.9628,0.03464,40.7122,-74.0091
0.28708,360610090003000,0.04625,0.166,162269.0,0.3493,0.7497,0.18501,0.9837,0.13238,40.753,-73.9695
0.38642,360610154008000,0.0705,0.166,102008.0,0.1005,0.8217,0.24935,0.9333,0.19321,40.7805,-73.9517
0.14114,360610048005002,0.1463,0.166,54587.0,0.0637,0.6628,0.4148,0.9334,0.23408,40.7318,-73.9822
0.10873,360610163005003,0.33557,0.166,63201.0,0.357,0.8036,0.08993,0.9653,0.10873,40.7803,-73.9805
0.45807,360610090002000,0.05544,0.166,133983.0,0.2134,0.7465,0.22384,0.9856,0.0492,40.7518,-73.9694
0.32593,360610007001024,0.11065,0.166,120960.0,0.2567,0.8063,0.22559,0.9716,0.08112,40.7047,-74.0094
0.284,360610088005000,0.088,0.166,121642.0,0.2813,0.8091,0.34667,0.9892,0.0,40.7506,-73.9706
0.1499,360470213003001,0.24852,0.229,52902.0,0.0,0.2765,0.3432,0.6954,0.25838,40.6668,-73.9615
0.27778,360610157001000,0.10648,0.166,94956.0,0.2932,0.8828,0.28395,0.9979,0.03858,40.7777,-73.9759
0.31827,360810019001063,0.12429,0.151,78490.0,0.0301,0.3866,0.23164,0.7944,0.29567,40.7471,-73.9416
0.46978,360610009001014,0.0,0.166,101985.0,0.2308,0.8301,0.12363,0.951,0.17582,40.7028,-74.0127
0.29376,360610068002000,0.09054,0.166,117832.0,0.2535,0.7642,0.32998,0.9488,0.03219,40.7403,-73.9849
0.3824,360610158012000,0.1024,0.166,114548.0,0.1456,0.6298,0.2688,0.8344,0.1008,40.7834,-73.9511
0.34496,360610078005003,0.01938,0.166,97806.0,0.1124,0.7443,0.45349,0.9418,0.06977,40.7447,-73.9741
0.17303,360610146024000,0.09547,0.166,76066.0,0.1778,0.7966,0.34845,0.9599,0.20525,40.7799,-73.952
0.20443,360610149005000,0.06527,0.166,216307.0,0.5049,0.8395,0.117,0.9931,0.10837,40.7711,-73.9817
0.46978,360610009001002,0.0,0.166,101985.0,0.2308,0.8301,0.12363,0.951,0.17582,40.7065,-74.0119
0.36265,360610073006006,0.09472,0.166,112839.0,0.2124,0.6583,0.20298,0.9635,0.1272,40.7338,-74.0023
0.17495,360610098006001,0.08195,0.166,96207.0,0.1685,0.7535,0.44107,0.9655,0.13352,40.755,-73.9662
0.1735,360610014021000,0.30874,0.166,47798.0,0.056,0.2014,0.26913,0.4305,0.19262,40.719,-73.9855
0.20971,360610195004000,0.36742,0.166,59758.0,0.1144,0.5962,0.2409,0.7305,0.06759,40.8021,-73.9669
0.02244,360610038003001,0.49751,0.166,25481.0,0.0711,0.3707,0.17332,0.8041,0.23566,40.7259,-73.9899
0.2577,360610136001000,0.08294,0.166,92791.0,0.1813,0.6623,0.32228,0.9297,0.15581,40.7754,-73.9502
0.18063,360610028003001,0.25047,0.166,60713.0,0.0484,0.3443,0.28119,0.7415,0.23929,40.726,-73.9784
0.08298,360610111001002,0.34244,0.166,40076.0,0.1166,0.4022,0.27731,0.7069,0.18067,40.7544,-73.995
0.06408,360610189004001,0.40809,0.166,42551.0,0.0523,0.2521,0.26307,0.7996,0.21248,40.7984,-73.9632
0.08958,360610189005001,0.45521,0.166,35926.0,0.0,0.2521,0.28702,0.5646,0.16819,40.7988,-73.9644
0.17986,360610022012000,0.33633,0.166,57736.0,0.0629,0.3136,0.29137,0.7091,0.1295,40.7192,-73.9828
0.10451,360470383002000,0.56557,0.229,20797.0,0.0,0.1187,0.05123,0.7303,0.27869,40.6848,-73.9257
0.139,360610121005000,0.28527,0.166,53352.0,0.0425,0.5422,0.32054,0.8502,0.21266,40.7592,-73.9884
0.16228,360610133004001,0.08333,0.166,96065.0,0.1959,0.5437,0.39474,0.8785,0.16374,40.7656,-73.9886
0.3592,360050293023002,0.06269,0.3,101721.0,0.1343,0.5806,0.31144,0.8749,0.13234,40.8788,-73.9144
0.2,360610177005000,0.32137,0.166,67154.0,0.2547,0.6187,0.05128,0.8818,0.17265,40.789,-73.9676
0.31024,360610033001010,0.15121,0.166,140789.0,0.3458,0.7701,0.11928,0.9583,0.07349,40.7156,-74.0059
0.20893,360610038001000,0.2982,0.166,62055.0,0.132,0.639,0.26306,0.8913,0.09782,40.7293,-73.9887
0.17711,360610034003002,0.25522,0.166,65162.0,0.1063,0.6278,0.27066,0.9252,0.19074,40.728,-73.9832
0.35171,360610070006000,0.08365,0.166,101854.0,0.1369,0.7947,0.42776,0.9961,0.0,40.7438,-73.9743
0.29671,360610138004000,0.13427,0.166,98270.0,0.108,0.7156,0.29765,0.9474,0.16338,40.7756,-73.9528
0.19444,360610132002001,0.15278,0.166,70566.0,0.0,0.7581,0.3985,0.9589,0.25427,40.7708,-73.9531
0.04079,360610152002000,0.38228,0.166,38405.0,0.1154,0.406,0.27389,0.7407,0.18765,40.7802,-73.9444
0.15069,360610032002000,0.05708,0.166,59274.0,0.0731,0.6719,0.35388,0.9502,0.3653,40.7263,-73.9847
0.26239,360610146012000,0.19633,0.166,108231.0,0.2881,0.7429,0.16514,0.964,0.08807,40.777,-73.9512
