cv_folds,model,parameters,predictors,score,score_std,timestamp
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 10, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.695077185,0.001789112,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 50, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.691839796,0.002394586,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 100, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.691291284,0.002488888,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 250, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.691127057,0.002445756,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 500, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.691146983,0.002437973,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 10, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.697031722,0.002555994,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 50, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.695445327,0.002565538,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 100, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694896636,0.002307256,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 250, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694719153,0.002147991,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 500, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694876706,0.00217223,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 10, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.704620405,0.002789626,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 50, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.703129153,0.002453236,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 100, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.701923403,0.00232698,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 250, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.701938601,0.002465541,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 500, 'random_state': 42, 'criterion': 'gini', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.701948627,0.002249403,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.692146018,0.067492911,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.4192354,0.061972768,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.343477802,0.049029725,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.274944987,0.052262865,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.226214032,0.048390275,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.704103525,0.005380366,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.69634999,0.005012027,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.695216276,0.003353336,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694766075,0.003326828,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694885046,0.003370221,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.69562252,0.003185223,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.692582487,0.002188333,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.691479374,0.002715226,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.69113803,0.002541151,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.691196681,0.00252081,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.697673692,0.002209496,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.695220373,0.002102524,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694674907,0.001914084,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694448687,0.001961028,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694472306,0.002051204,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.706566175,0.001991561,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.702620909,0.002448667,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.701622999,0.001994587,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.701710612,0.001972425,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'auto', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.701669783,0.001865597,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.692146018,0.067492911,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.4192354,0.061972768,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.343477802,0.049029725,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.274944987,0.052262865,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.226214032,0.048390275,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.704103525,0.005380366,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.69634999,0.005012027,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.695216276,0.003353336,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694766075,0.003326828,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694885046,0.003370221,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.69562252,0.003185223,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.692582487,0.002188333,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.691479374,0.002715226,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.69113803,0.002541151,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.691196681,0.00252081,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.697673692,0.002209496,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.695220373,0.002102524,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694674907,0.001914084,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694448687,0.001961028,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694472306,0.002051204,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.706566175,0.001991561,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.702620909,0.002448667,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.701622999,0.001994587,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.701710612,0.001972425,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'sqrt', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.701669783,0.001865597,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.692146018,0.067492911,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.4192354,0.061972768,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.343477802,0.049029725,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.274944987,0.052262865,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-1.226214032,0.048390275,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.704103525,0.005380366,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.69634999,0.005012027,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.695216276,0.003353336,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694766075,0.003326828,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694885046,0.003370221,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.69562252,0.003185223,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.692582487,0.002188333,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.691479374,0.002715226,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.69113803,0.002541151,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.691196681,0.00252081,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.697673692,0.002209496,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.695220373,0.002102524,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694674907,0.001914084,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694448687,0.001961028,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.694472306,0.002051204,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 10, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.706566175,0.001991561,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 50, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.702620909,0.002448667,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 100, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.701622999,0.001994587,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 250, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.701710612,0.001972425,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 500, 'random_state': 42, 'criterion': 'entropy', 'max_features': 'log2', 'class_weight': None}","['bathrooms', 'bedrooms', 'price']",-0.701669783,0.001865597,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 10, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-1.891587105,0.071804268,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 50, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-1.600602275,0.062198431,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 100, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-1.518340084,0.043260991,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 250, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-1.450810358,0.047920301,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 500, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-1.406785271,0.050395917,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 10, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.932375518,0.01055167,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 50, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.917386198,0.00648582,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 100, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.916057282,0.006507166,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 250, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.915615547,0.006523651,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 10, 'n_estimators': 500, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.915620901,0.00656123,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 10, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.93371863,0.002388425,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 50, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.92551772,0.0050372,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 100, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.924561071,0.005612067,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 250, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.923970845,0.005568995,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 20, 'n_estimators': 500, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.923784872,0.005463239,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 10, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.946942747,0.004466513,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 50, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.940936603,0.003847888,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 100, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.940225447,0.005326381,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 250, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.939821099,0.004852121,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 50, 'n_estimators': 500, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.939339288,0.005081419,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 10, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.968678919,0.003015315,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 50, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.961832934,0.005728503,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 100, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.959580678,0.004624788,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 250, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.960053496,0.00476929,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 100, 'n_estimators': 500, 'random_state': 42, 'criterion': 'gini', 'max_features': 'auto', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-0.959826578,0.004322648,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 10, 'random_state': 42, 'criterion': 'gini', 'max_features': 'sqrt', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-1.891587105,0.071804268,3/15/17 18:48
5.0,rf,"{'min_samples_leaf': 1, 'n_estimators': 50, 'random_state': 42, 'criterion': 'gini', 'max_features': 'sqrt', 'class_weight': 'balanced'}","['bathrooms', 'bedrooms', 'price']",-1.600602275,0.062198431,3/15/17 18:48
